DriverNumber,Abbreviation,TeamName,ClassifiedPosition,GridPosition,Time,Status,Points,GapToLeaderMs,Year,GrandPrix
18,STR,Racing Point,12,9,,+1 Lap,0.0,145408.773,2019,Italian Grand Prix
5,VET,Ferrari,13,4,,+1 Lap,0.0,150408.773,2019,Italian Grand Prix
63,RUS,Williams,14,14,,+1 Lap,0.0,155408.773,2019,Italian Grand Prix
7,RAI,Alfa Romeo Racing,15,0,,+1 Lap,0.0,160408.773,2019,Italian Grand Prix
8,GRO,Haas F1 Team,16,13,,+1 Lap,0.0,165408.773,2019,Italian Grand Prix
88,KUB,Williams,17,15,,+2 Laps,0.0,255817.546,2019,Italian Grand Prix
20,MAG,Haas F1 Team,20,11,,Hydraulics,0.0,187899.30060000002,2019,Italian Grand Prix
26,KVY,Toro Rosso,20,12,,Engine,0.0,204981.0552,2019,Italian Grand Prix
55,SAI,McLaren,20,7,,Wheel,0.0,119572.28219999999,2019,Italian Grand Prix
5,VET,Ferrari,1,3,0 days 01:58:33.667000,Finished,25.0,0.0,2019,Singapore Grand Prix
16,LEC,Ferrari,2,1,0 days 00:00:02.641000,Finished,18.0,2641.0,2019,Singapore Grand Prix
33,VER,Red Bull Racing,3,4,0 days 00:00:03.821000,Finished,15.0,3820.9999999999995,2019,Singapore Grand Prix
44,HAM,Mercedes,4,2,0 days 00:00:04.608000,Finished,12.0,4608.0,2019,Singapore Grand Prix
77,BOT,Mercedes,5,5,0 days 00:00:06.119000,Finished,10.0,6119.0,2019,Singapore Grand Prix
23,ALB,Red Bull Racing,6,6,0 days 00:00:11.663000,Finished,8.0,11663.0,2019,Singapore Grand Prix
4,NOR,McLaren,7,9,0 days 00:00:14.769000,Finished,6.0,14769.0,2019,Singapore Grand Prix
10,GAS,Toro Rosso,8,11,0 days 00:00:15.547000,Finished,4.0,15547.0,2019,Singapore Grand Prix
27,HUL,Renault,9,8,0 days 00:00:16.718000,Finished,2.0,16718.0,2019,Singapore Grand Prix
99,GIO,Alfa Romeo Racing,10,10,0 days 00:00:27.855000,Finished,1.0,27855.0,2019,Singapore Grand Prix
8,GRO,Haas F1 Team,11,17,0 days 00:00:35.436000,Finished,0.0,35436.0,2019,Singapore Grand Prix
55,SAI,McLaren,12,7,0 days 00:00:35.974000,Finished,0.0,35974.0,2019,Singapore Grand Prix
18,STR,Racing Point,13,16,0 days 00:00:36.419000,Finished,0.0,36419.0,2019,Singapore Grand Prix
3,RIC,Renault,14,20,0 days 00:00:37.660000,Finished,0.0,37660.0,2019,Singapore Grand Prix
26,KVY,Toro Rosso,15,14,0 days 00:00:38.178000,Finished,0.0,38178.0,2019,Singapore Grand Prix
88,KUB,Williams,16,19,0 days 00:00:47.024000,Finished,0.0,47024.0,2019,Singapore Grand Prix
20,MAG,Haas F1 Team,17,13,0 days 00:01:26.522000,Finished,0.0,86522.0,2019,Singapore Grand Prix
7,RAI,Alfa Romeo Racing,20,12,,Collision,0.0,279881.9784,2019,Singapore Grand Prix
11,PER,Racing Point,20,15,,Engine,0.0,349852.473,2019,Singapore Grand Prix
63,RUS,Williams,20,18,,Collision,0.0,419822.9676,2019,Singapore Grand Prix
44,HAM,Mercedes,1,2,0 days 01:33:38.992000,Finished,26.0,0.0,2019,Russian Grand Prix
77,BOT,Mercedes,2,4,0 days 00:00:03.829000,Finished,18.0,3828.9999999999995,2019,Russian Grand Prix
16,LEC,Ferrari,3,1,0 days 00:00:05.212000,Finished,15.0,5212.0,2019,Russian Grand Prix
33,VER,Red Bull Racing,4,9,0 days 00:00:14.210000,Finished,12.0,14210.0,2019,Russian Grand Prix
23,ALB,Red Bull Racing,5,0,0 days 00:00:38.348000,Finished,10.0,38348.0,2019,Russian Grand Prix
55,SAI,McLaren,6,5,0 days 00:00:45.889000,Finished,8.0,45889.0,2019,Russian Grand Prix
11,PER,Racing Point,7,11,0 days 00:00:48.728000,Finished,6.0,48728.0,2019,Russian Grand Prix
4,NOR,McLaren,8,7,0 days 00:00:57.749000,Finished,4.0,57749.0,2019,Russian Grand Prix
20,MAG,Haas F1 Team,9,13,0 days 00:00:58.779000,Finished,2.0,58779.0,2019,Russian Grand Prix
27,HUL,Renault,10,6,0 days 00:00:59.841000,Finished,1.0,59841.0,2019,Russian Grand Prix
18,STR,Racing Point,11,14,0 days 00:01:00.821000,Finished,0.0,60821.0,2019,Russian Grand Prix
26,KVY,Toro Rosso,12,19,0 days 00:01:02.496000,Finished,0.0,62496.0,2019,Russian Grand Prix
7,RAI,Alfa Romeo Racing,13,15,0 days 00:01:08.910000,Finished,0.0,68910.0,2019,Russian Grand Prix
10,GAS,Toro Rosso,14,16,0 days 00:01:10.076000,Finished,0.0,70076.0,2019,Russian Grand Prix
99,GIO,Alfa Romeo Racing,15,12,0 days 00:01:13.346000,Finished,0.0,73346.0,2019,Russian Grand Prix
88,KUB,Williams,20,18,,Brakes,0.0,381667.3776,2019,Russian Grand Prix
63,RUS,Williams,20,17,,Brakes,0.0,360463.6344,2019,Russian Grand Prix
5,VET,Ferrari,20,3,,Power loss,0.0,63611.2296,2019,Russian Grand Prix
3,RIC,Renault,20,10,,Collision,0.0,212037.43199999997,2019,Russian Grand Prix
8,GRO,Haas F1 Team,20,8,,Collision,0.0,169629.9456,2019,Russian Grand Prix
77,BOT,Mercedes,1,3,0 days 01:21:46.755000,Finished,25.0,0.0,2019,Japanese Grand Prix
5,VET,Ferrari,2,1,0 days 00:00:13.343000,Finished,18.0,13343.0,2019,Japanese Grand Prix
44,HAM,Mercedes,3,4,0 days 00:00:13.858000,Finished,16.0,13858.0,2019,Japanese Grand Prix
23,ALB,Red Bull Racing,4,6,0 days 00:00:59.537000,Finished,12.0,59537.0,2019,Japanese Grand Prix
55,SAI,McLaren,5,7,0 days 00:01:09.101000,Finished,10.0,69101.0,2019,Japanese Grand Prix
16,LEC,Ferrari,6,2,,+1 Lap,8.0,122580.283,2019,Japanese Grand Prix
10,GAS,Toro Rosso,7,9,,+1 Lap,6.0,127580.283,2019,Japanese Grand Prix
11,PER,Racing Point,8,17,,+1 Lap,4.0,132580.283,2019,Japanese Grand Prix
18,STR,Racing Point,9,12,,+1 Lap,2.0,137580.283,2019,Japanese Grand Prix
26,KVY,Toro Rosso,10,14,,+1 Lap,1.0,142580.283,2019,Japanese Grand Prix
4,NOR,McLaren,11,8,,+1 Lap,0.0,147580.283,2019,Japanese Grand Prix
7,RAI,Alfa Romeo Racing,12,13,,+1 Lap,0.0,152580.283,2019,Japanese Grand Prix
8,GRO,Haas F1 Team,13,10,,+1 Lap,0.0,157580.283,2019,Japanese Grand Prix
99,GIO,Alfa Romeo Racing,14,11,,+1 Lap,0.0,162580.283,2019,Japanese Grand Prix
20,MAG,Haas F1 Team,15,19,,+1 Lap,0.0,167580.283,2019,Japanese Grand Prix
63,RUS,Williams,16,18,,+2 Laps,0.0,265160.566,2019,Japanese Grand Prix
88,KUB,Williams,17,0,,+2 Laps,0.0,270160.566,2019,Japanese Grand Prix
33,VER,Red Bull Racing,20,5,,Brakes,0.0,92580.283,2019,Japanese Grand Prix
3,RIC,Renault,20,16,,Disqualified,0.0,296256.9056,2019,Japanese Grand Prix
27,HUL,Renault,20,15,,Disqualified,0.0,277740.849,2019,Japanese Grand Prix
44,HAM,Mercedes,1,3,0 days 01:36:48.904000,Finished,25.0,0.0,2019,Mexican Grand Prix
5,VET,Ferrari,2,2,0 days 00:00:01.766000,Finished,18.0,1766.0,2019,Mexican Grand Prix
77,BOT,Mercedes,3,6,0 days 00:00:03.553000,Finished,15.0,3553.0,2019,Mexican Grand Prix
16,LEC,Ferrari,4,1,0 days 00:00:06.368000,Finished,13.0,6368.0,2019,Mexican Grand Prix
23,ALB,Red Bull Racing,5,5,0 days 00:00:21.399000,Finished,10.0,21399.0,2019,Mexican Grand Prix
33,VER,Red Bull Racing,6,4,0 days 00:01:08.807000,Finished,8.0,68807.0,2019,Mexican Grand Prix
11,PER,Racing Point,7,11,0 days 00:01:13.819000,Finished,6.0,73819.0,2019,Mexican Grand Prix
3,RIC,Renault,8,13,0 days 00:01:14.924000,Finished,4.0,74924.0,2019,Mexican Grand Prix
10,GAS,Toro Rosso,9,10,,+1 Lap,2.0,126815.549,2019,Mexican Grand Prix
27,HUL,Renault,10,12,,+1 Lap,1.0,131815.549,2019,Mexican Grand Prix
26,KVY,Toro Rosso,11,9,,+1 Lap,0.0,136815.549,2019,Mexican Grand Prix
18,STR,Racing Point,12,16,,+1 Lap,0.0,141815.549,2019,Mexican Grand Prix
55,SAI,McLaren,13,7,,+1 Lap,0.0,146815.549,2019,Mexican Grand Prix
99,GIO,Alfa Romeo Racing,14,15,,+1 Lap,0.0,151815.549,2019,Mexican Grand Prix
20,MAG,Haas F1 Team,15,17,,+2 Laps,0.0,238631.098,2019,Mexican Grand Prix
63,RUS,Williams,16,19,,+2 Laps,0.0,243631.098,2019,Mexican Grand Prix
8,GRO,Haas F1 Team,17,18,,+2 Laps,0.0,248631.098,2019,Mexican Grand Prix
88,KUB,Williams,18,20,,+2 Laps,0.0,253631.098,2019,Mexican Grand Prix
7,RAI,Alfa Romeo Racing,20,14,,Overheating,0.0,229083.5372,2019,Mexican Grand Prix
4,NOR,McLaren,20,8,,Withdrew,0.0,130904.8784,2019,Mexican Grand Prix
77,BOT,Mercedes,1,1,0 days 01:33:55.653000,Finished,25.0,0.0,2019,United States Grand Prix
44,HAM,Mercedes,2,5,0 days 00:00:04.148000,Finished,18.0,4148.0,2019,United States Grand Prix
33,VER,Red Bull Racing,3,3,0 days 00:00:05.002000,Finished,15.0,5002.0,2019,United States Grand Prix
16,LEC,Ferrari,4,4,0 days 00:00:52.239000,Finished,13.0,52239.0,2019,United States Grand Prix
23,ALB,Red Bull Racing,5,6,0 days 00:01:18.038000,Finished,10.0,78038.0,2019,United States Grand Prix
3,RIC,Renault,6,9,0 days 00:01:30.366000,Finished,8.0,90366.0,2019,United States Grand Prix
4,NOR,McLaren,7,8,0 days 00:01:30.764000,Finished,6.0,90764.0,2019,United States Grand Prix
55,SAI,McLaren,8,7,,+1 Lap,4.0,140636.66,2019,United States Grand Prix
27,HUL,Renault,9,11,,+1 Lap,2.0,145636.66,2019,United States Grand Prix
11,PER,Racing Point,10,0,,+1 Lap,1.0,150636.66,2019,United States Grand Prix
7,RAI,Alfa Romeo Racing,11,17,,+1 Lap,0.0,155636.66,2019,United States Grand Prix
26,KVY,Toro Rosso,12,13,,+1 Lap,0.0,160636.66,2019,United States Grand Prix
18,STR,Racing Point,13,14,,+1 Lap,0.0,165636.66,2019,United States Grand Prix
99,GIO,Alfa Romeo Racing,14,16,,+1 Lap,0.0,170636.66,2019,United States Grand Prix
8,GRO,Haas F1 Team,15,15,,+1 Lap,0.0,175636.66,2019,United States Grand Prix
10,GAS,Toro Rosso,16,10,,Suspension,0.0,201273.32,2019,United States Grand Prix
63,RUS,Williams,17,18,,+2 Laps,0.0,286273.32,2019,United States Grand Prix
20,MAG,Haas F1 Team,18,12,,Brakes,0.0,241527.984,2019,United States Grand Prix
88,KUB,Williams,20,19,,Oil leak,0.0,382419.308,2019,United States Grand Prix
5,VET,Ferrari,20,2,,Suspension,0.0,40254.664000000004,2019,United States Grand Prix
33,VER,Red Bull Racing,1,1,0 days 01:33:14.678000,Finished,25.0,0.0,2019,Brazilian Grand Prix
10,GAS,Toro Rosso,2,6,0 days 00:00:06.077000,Finished,18.0,6077.0,2019,Brazilian Grand Prix
55,SAI,McLaren,3,20,0 days 00:00:08.896000,Finished,15.0,8896.0,2019,Brazilian Grand Prix
7,RAI,Alfa Romeo Racing,4,8,0 days 00:00:09.452000,Finished,12.0,9452.0,2019,Brazilian Grand Prix
99,GIO,Alfa Romeo Racing,5,12,0 days 00:00:10.201000,Finished,10.0,10201.0,2019,Brazilian Grand Prix
3,RIC,Renault,6,11,0 days 00:00:10.541000,Finished,8.0,10541.0,2019,Brazilian Grand Prix
44,HAM,Mercedes,7,3,0 days 00:00:11.139000,Finished,6.0,11139.0,2019,Brazilian Grand Prix
4,NOR,McLaren,8,10,0 days 00:00:11.204000,Finished,4.0,11204.0,2019,Brazilian Grand Prix
11,PER,Racing Point,9,15,0 days 00:00:11.529000,Finished,2.0,11529.0,2019,Brazilian Grand Prix
26,KVY,Toro Rosso,10,16,0 days 00:00:11.931000,Finished,1.0,11931.000000000002,2019,Brazilian Grand Prix
20,MAG,Haas F1 Team,11,9,0 days 00:00:12.732000,Finished,0.0,12732.0,2019,Brazilian Grand Prix
63,RUS,Williams,12,18,0 days 00:00:13.599000,Finished,0.0,13599.0,2019,Brazilian Grand Prix
8,GRO,Haas F1 Team,13,7,0 days 00:00:14.247000,Finished,0.0,14247.0,2019,Brazilian Grand Prix
23,ALB,Red Bull Racing,14,5,0 days 00:00:14.927000,Finished,0.0,14927.0,2019,Brazilian Grand Prix
27,HUL,Renault,15,13,0 days 00:00:18.059000,Finished,0.0,18059.0,2019,Brazilian Grand Prix
88,KUB,Williams,16,19,,+1 Lap,0.0,158798.28100000002,2019,Brazilian Grand Prix
5,VET,Ferrari,17,2,,Collision,0.0,31519.312400000003,2019,Brazilian Grand Prix
16,LEC,Ferrari,18,14,,Collision,0.0,220635.18680000002,2019,Brazilian Grand Prix
18,STR,Racing Point,19,17,,Suspension,0.0,267914.1554,2019,Brazilian Grand Prix
77,BOT,Mercedes,20,4,,Power Unit,0.0,63038.624800000005,2019,Brazilian Grand Prix
44,HAM,Mercedes,1,1,0 days 01:34:05.715000,Finished,26.0,0.0,2019,Abu Dhabi Grand Prix
33,VER,Red Bull Racing,2,2,0 days 00:00:16.772000,Finished,18.0,16772.0,2019,Abu Dhabi Grand Prix
16,LEC,Ferrari,3,3,0 days 00:00:43.435000,Finished,15.0,43435.0,2019,Abu Dhabi Grand Prix
77,BOT,Mercedes,4,20,0 days 00:00:44.379000,Finished,12.0,44379.0,2019,Abu Dhabi Grand Prix
5,VET,Ferrari,5,4,0 days 00:01:04.357000,Finished,10.0,64357.0,2019,Abu Dhabi Grand Prix
23,ALB,Red Bull Racing,6,5,0 days 00:01:09.205000,Finished,8.0,69205.0,2019,Abu Dhabi Grand Prix
11,PER,Racing Point,7,10,,+1 Lap,6.0,137649.363,2019,Abu Dhabi Grand Prix
4,NOR,McLaren,8,6,,+1 Lap,4.0,142649.363,2019,Abu Dhabi Grand Prix
26,KVY,Toro Rosso,9,13,,+1 Lap,2.0,147649.363,2019,Abu Dhabi Grand Prix
55,SAI,McLaren,10,8,,+1 Lap,1.0,152649.363,2019,Abu Dhabi Grand Prix
3,RIC,Renault,11,7,,+1 Lap,0.0,157649.363,2019,Abu Dhabi Grand Prix
27,HUL,Renault,12,9,,+1 Lap,0.0,162649.363,2019,Abu Dhabi Grand Prix
7,RAI,Alfa Romeo Racing,13,17,,+1 Lap,0.0,167649.363,2019,Abu Dhabi Grand Prix
20,MAG,Haas F1 Team,14,14,,+1 Lap,0.0,172649.363,2019,Abu Dhabi Grand Prix
8,GRO,Haas F1 Team,15,15,,+1 Lap,0.0,177649.363,2019,Abu Dhabi Grand Prix
99,GIO,Alfa Romeo Racing,16,16,,+1 Lap,0.0,182649.363,2019,Abu Dhabi Grand Prix
63,RUS,Williams,17,18,,+1 Lap,0.0,187649.363,2019,Abu Dhabi Grand Prix
10,GAS,Toro Rosso,18,11,,+2 Laps,0.0,295298.726,2019,Abu Dhabi Grand Prix
88,KUB,Williams,19,19,,+2 Laps,0.0,300298.726,2019,Abu Dhabi Grand Prix
18,STR,Racing Point,20,12,,Brakes,0.0,246358.47119999997,2019,Abu Dhabi Grand Prix
77,BOT,Mercedes,1,1,0 days 01:30:55.739000,Finished,25.0,0.0,2020,Austrian Grand Prix
16,LEC,Ferrari,2,7,0 days 00:00:02.700000,Finished,18.0,2700.0,2020,Austrian Grand Prix
4,NOR,McLaren,3,3,0 days 00:00:05.491000,Finished,16.0,5491.0,2020,Austrian Grand Prix
44,HAM,Mercedes,4,5,0 days 00:00:05.689000,Finished,12.0,5689.0,2020,Austrian Grand Prix
55,SAI,McLaren,5,8,0 days 00:00:08.903000,Finished,10.0,8903.0,2020,Austrian Grand Prix
11,PER,Racing Point,6,6,0 days 00:00:15.092000,Finished,8.0,15092.0,2020,Austrian Grand Prix
10,GAS,AlphaTauri,7,12,0 days 00:00:16.682000,Finished,6.0,16682.0,2020,Austrian Grand Prix
31,OCO,Renault,8,14,0 days 00:00:17.456000,Finished,4.0,17456.0,2020,Austrian Grand Prix
99,GIO,Alfa Romeo Racing,9,18,0 days 00:00:21.146000,Finished,2.0,21146.0,2020,Austrian Grand Prix
5,VET,Ferrari,10,11,0 days 00:00:24.545000,Finished,1.0,24545.0,2020,Austrian Grand Prix
6,LAT,Williams,11,20,0 days 00:00:31.650000,Finished,0.0,31650.0,2020,Austrian Grand Prix
26,KVY,AlphaTauri,12,13,,Suspension,0.0,208601.783,2020,Austrian Grand Prix
23,ALB,Red Bull Racing,13,4,,Electronics,0.0,64185.164000000004,2020,Austrian Grand Prix
7,RAI,Alfa Romeo Racing,20,19,,Wheel,0.0,304879.529,2020,Austrian Grand Prix
63,RUS,Williams,20,17,,Fuel pressure,0.0,272786.94700000004,2020,Austrian Grand Prix
8,GRO,Haas F1 Team,20,15,,Brakes,0.0,240694.365,2020,Austrian Grand Prix
20,MAG,Haas F1 Team,20,16,,Brakes,0.0,256740.65600000002,2020,Austrian Grand Prix
18,STR,Racing Point,20,9,,Engine,0.0,144416.619,2020,Austrian Grand Prix
3,RIC,Renault,20,10,,Overheating,0.0,160462.91,2020,Austrian Grand Prix
33,VER,Red Bull Racing,20,2,,Electronics,0.0,32092.582000000002,2020,Austrian Grand Prix
44,HAM,Mercedes,1,1,0 days 01:22:50.683000,Finished,25.0,0.0,2020,Styrian Grand Prix
77,BOT,Mercedes,2,4,0 days 00:00:13.719000,Finished,18.0,13719.0,2020,Styrian Grand Prix
33,VER,Red Bull Racing,3,2,0 days 00:00:33.698000,Finished,15.0,33698.0,2020,Styrian Grand Prix
23,ALB,Red Bull Racing,4,6,0 days 00:00:44.400000,Finished,12.0,44400.0,2020,Styrian Grand Prix
4,NOR,McLaren,5,9,0 days 00:01:01.470000,Finished,10.0,61470.0,2020,Styrian Grand Prix
11,PER,Racing Point,6,17,0 days 00:01:02.387000,Finished,8.0,62387.0,2020,Styrian Grand Prix
18,STR,Racing Point,7,12,0 days 00:01:02.453000,Finished,6.0,62453.0,2020,Styrian Grand Prix
3,RIC,Renault,8,8,0 days 00:01:02.591000,Finished,4.0,62591.0,2020,Styrian Grand Prix
55,SAI,McLaren,9,3,,+1 Lap,3.0,115009.619,2020,Styrian Grand Prix
26,KVY,AlphaTauri,10,13,,+1 Lap,1.0,120009.619,2020,Styrian Grand Prix
7,RAI,Alfa Romeo Racing,11,16,,+1 Lap,0.0,125009.619,2020,Styrian Grand Prix
20,MAG,Haas F1 Team,12,15,,+1 Lap,0.0,130009.619,2020,Styrian Grand Prix
8,GRO,Haas F1 Team,13,0,,+1 Lap,0.0,135009.619,2020,Styrian Grand Prix
99,GIO,Alfa Romeo Racing,14,19,,+1 Lap,0.0,140009.619,2020,Styrian Grand Prix
10,GAS,AlphaTauri,15,7,,+1 Lap,0.0,145009.619,2020,Styrian Grand Prix
63,RUS,Williams,16,11,,+2 Laps,0.0,220019.238,2020,Styrian Grand Prix
6,LAT,Williams,17,18,,+2 Laps,0.0,225019.238,2020,Styrian Grand Prix
31,OCO,Renault,20,5,,Overheating,0.0,70009.619,2020,Styrian Grand Prix
16,LEC,Ferrari,20,14,,Collision damage,0.0,196026.93320000003,2020,Styrian Grand Prix
5,VET,Ferrari,20,10,,Collision damage,0.0,140019.238,2020,Styrian Grand Prix
44,HAM,Mercedes,1,1,0 days 01:36:12.473000,Finished,26.0,0.0,2020,Hungarian Grand Prix
33,VER,Red Bull Racing,2,7,0 days 00:00:08.702000,Finished,18.0,8702.0,2020,Hungarian Grand Prix
77,BOT,Mercedes,3,2,0 days 00:00:09.452000,Finished,15.0,9452.0,2020,Hungarian Grand Prix
18,STR,Racing Point,4,3,0 days 00:00:57.579000,Finished,12.0,57579.0,2020,Hungarian Grand Prix
23,ALB,Red Bull Racing,5,13,0 days 00:01:18.316000,Finished,10.0,78316.0,2020,Hungarian Grand Prix
5,VET,Ferrari,6,5,,+1 Lap,8.0,112463.9,2020,Hungarian Grand Prix
11,PER,Racing Point,7,4,,+1 Lap,6.0,117463.9,2020,Hungarian Grand Prix
3,RIC,Renault,8,11,,+1 Lap,4.0,122463.9,2020,Hungarian Grand Prix
55,SAI,McLaren,9,9,,+1 Lap,2.0,127463.9,2020,Hungarian Grand Prix
20,MAG,Haas F1 Team,10,0,,+1 Lap,1.0,132463.9,2020,Hungarian Grand Prix
16,LEC,Ferrari,11,6,,+1 Lap,0.0,137463.9,2020,Hungarian Grand Prix
26,KVY,AlphaTauri,12,17,,+1 Lap,0.0,142463.9,2020,Hungarian Grand Prix
4,NOR,McLaren,13,8,,+1 Lap,0.0,147463.9,2020,Hungarian Grand Prix
31,OCO,Renault,14,14,,+1 Lap,0.0,152463.9,2020,Hungarian Grand Prix
7,RAI,Alfa Romeo Racing,15,20,,+1 Lap,0.0,157463.9,2020,Hungarian Grand Prix
8,GRO,Haas F1 Team,16,0,,+1 Lap,0.0,162463.9,2020,Hungarian Grand Prix
99,GIO,Alfa Romeo Racing,17,19,,+1 Lap,0.0,167463.9,2020,Hungarian Grand Prix
63,RUS,Williams,18,12,,+1 Lap,0.0,172463.9,2020,Hungarian Grand Prix
6,LAT,Williams,19,15,,+5 Laps,0.0,247391.7,2020,Hungarian Grand Prix
10,GAS,AlphaTauri,20,10,,Engine,0.0,164927.8,2020,Hungarian Grand Prix
44,HAM,Mercedes,1,1,0 days 01:28:01.283000,Finished,25.0,0.0,2020,British Grand Prix
33,VER,Red Bull Racing,2,3,0 days 00:00:05.856000,Finished,19.0,5856.0,2020,British Grand Prix
16,LEC,Ferrari,3,4,0 days 00:00:18.474000,Finished,15.0,18474.0,2020,British Grand Prix
3,RIC,Renault,4,8,0 days 00:00:19.650000,Finished,12.0,19650.0,2020,British Grand Prix
4,NOR,McLaren,5,5,0 days 00:00:22.277000,Finished,10.0,22277.0,2020,British Grand Prix
31,OCO,Renault,6,9,0 days 00:00:26.937000,Finished,8.0,26937.0,2020,British Grand Prix
10,GAS,AlphaTauri,7,11,0 days 00:00:31.188000,Finished,6.0,31188.0,2020,British Grand Prix
23,ALB,Red Bull Racing,8,12,0 days 00:00:32.670000,Finished,4.0,32670.0,2020,British Grand Prix
18,STR,Racing Point,9,6,0 days 00:00:37.311000,Finished,2.0,37311.0,2020,British Grand Prix
5,VET,Ferrari,10,10,0 days 00:00:41.857000,Finished,1.0,41857.0,2020,British Grand Prix
77,BOT,Mercedes,11,2,0 days 00:00:42.167000,Finished,0.0,42167.0,2020,British Grand Prix
63,RUS,Williams,12,20,0 days 00:00:52.004000,Finished,0.0,52004.0,2020,British Grand Prix
55,SAI,McLaren,13,7,0 days 00:00:53.370000,Finished,0.0,53370.0,2020,British Grand Prix
99,GIO,Alfa Romeo Racing,14,15,0 days 00:00:54.205000,Finished,0.0,54205.0,2020,British Grand Prix
6,LAT,Williams,15,18,0 days 00:00:54.549000,Finished,0.0,54549.0,2020,British Grand Prix
8,GRO,Haas F1 Team,16,17,0 days 00:00:55.050000,Finished,0.0,55050.0,2020,British Grand Prix
7,RAI,Alfa Romeo Racing,17,16,,+1 Lap,0.0,186563.13400000002,2020,British Grand Prix
26,KVY,AlphaTauri,20,19,,Accident,0.0,385939.9092,2020,British Grand Prix
20,MAG,Haas F1 Team,20,14,,Collision,0.0,284376.77520000003,2020,British Grand Prix
27,HUL,Racing Point,20,13,,Power Unit,0.0,264064.1484,2020,British Grand Prix
33,VER,Red Bull Racing,1,4,0 days 01:19:41.993000,Finished,25.0,0.0,2020,70th Anniversary Grand Prix
44,HAM,Mercedes,2,2,0 days 00:00:11.326000,Finished,19.0,11326.0,2020,70th Anniversary Grand Prix
77,BOT,Mercedes,3,1,0 days 00:00:19.231000,Finished,15.0,19231.0,2020,70th Anniversary Grand Prix
16,LEC,Ferrari,4,8,0 days 00:00:29.289000,Finished,12.0,29289.0,2020,70th Anniversary Grand Prix
23,ALB,Red Bull Racing,5,9,0 days 00:00:39.146000,Finished,10.0,39146.0,2020,70th Anniversary Grand Prix
18,STR,Racing Point,6,6,0 days 00:00:42.538000,Finished,8.0,42538.0,2020,70th Anniversary Grand Prix
27,HUL,Racing Point,7,3,0 days 00:00:55.951000,Finished,6.0,55951.0,2020,70th Anniversary Grand Prix
31,OCO,Renault,8,14,0 days 00:01:04.773000,Finished,4.0,64772.99999999999,2020,70th Anniversary Grand Prix
4,NOR,McLaren,9,10,0 days 00:01:05.544000,Finished,2.0,65544.0,2020,70th Anniversary Grand Prix
26,KVY,AlphaTauri,10,16,0 days 00:01:09.669000,Finished,1.0,69669.0,2020,70th Anniversary Grand Prix
10,GAS,AlphaTauri,11,7,0 days 00:01:10.642000,Finished,0.0,70642.0,2020,70th Anniversary Grand Prix
5,VET,Ferrari,12,11,0 days 00:01:13.370000,Finished,0.0,73370.0,2020,70th Anniversary Grand Prix
55,SAI,McLaren,13,12,0 days 00:01:14.070000,Finished,0.0,74070.0,2020,70th Anniversary Grand Prix
3,RIC,Renault,14,5,,+1 Lap,0.0,161961.403,2020,70th Anniversary Grand Prix
7,RAI,Alfa Romeo Racing,15,20,,+1 Lap,0.0,166961.403,2020,70th Anniversary Grand Prix
8,GRO,Haas F1 Team,16,13,,+1 Lap,0.0,171961.403,2020,70th Anniversary Grand Prix
99,GIO,Alfa Romeo Racing,17,19,,+1 Lap,0.0,176961.403,2020,70th Anniversary Grand Prix
63,RUS,Williams,18,15,,+1 Lap,0.0,181961.403,2020,70th Anniversary Grand Prix
6,LAT,Williams,19,18,,+1 Lap,0.0,186961.403,2020,70th Anniversary Grand Prix
20,MAG,Haas F1 Team,20,17,,Retired,0.0,312668.7702,2020,70th Anniversary Grand Prix
44,HAM,Mercedes,1,1,0 days 01:31:45.279000,Finished,25.0,0.0,2020,Spanish Grand Prix
33,VER,Red Bull Racing,2,3,0 days 00:00:24.177000,Finished,18.0,24177.0,2020,Spanish Grand Prix
77,BOT,Mercedes,3,2,0 days 00:00:44.752000,Finished,16.0,44752.0,2020,Spanish Grand Prix
18,STR,Racing Point,4,5,,+1 Lap,12.0,103413.318,2020,Spanish Grand Prix
11,PER,Racing Point,5,4,,+1 Lap,10.0,108413.318,2020,Spanish Grand Prix
55,SAI,McLaren,6,7,,+1 Lap,8.0,113413.318,2020,Spanish Grand Prix
5,VET,Ferrari,7,11,,+1 Lap,6.0,118413.318,2020,Spanish Grand Prix
23,ALB,Red Bull Racing,8,6,,+1 Lap,4.0,123413.318,2020,Spanish Grand Prix
10,GAS,AlphaTauri,9,10,,+1 Lap,2.0,128413.318,2020,Spanish Grand Prix
4,NOR,McLaren,10,8,,+1 Lap,1.0,133413.318,2020,Spanish Grand Prix
3,RIC,Renault,11,13,,+1 Lap,0.0,138413.318,2020,Spanish Grand Prix
26,KVY,AlphaTauri,12,12,,+1 Lap,0.0,143413.318,2020,Spanish Grand Prix
31,OCO,Renault,13,15,,+1 Lap,0.0,148413.318,2020,Spanish Grand Prix
7,RAI,Alfa Romeo Racing,14,14,,+1 Lap,0.0,153413.318,2020,Spanish Grand Prix
20,MAG,Haas F1 Team,15,16,,+1 Lap,0.0,158413.318,2020,Spanish Grand Prix
99,GIO,Alfa Romeo Racing,16,20,,+1 Lap,0.0,163413.318,2020,Spanish Grand Prix
63,RUS,Williams,17,18,,+1 Lap,0.0,168413.318,2020,Spanish Grand Prix
6,LAT,Williams,18,19,,+2 Laps,0.0,256826.636,2020,Spanish Grand Prix
